Array,layer_thick,orientation,infill_pattern,infill_density,mwcnt,graphene,tensile_str,flexural_str
S1349,0.19,On Long Edge,Grid,90,1.5,0.0,27.34,47.0
S1350,0.29,On Short Edge,Linear,90,1.5,0.0,10.59,20.83
S1351,0.29,On Short Edge,Linear,90,1.5,0.0,12.05,20.74
S1352,0.29,On Short Edge,Linear,90,1.5,0.0,10.47,20.77
S1353,0.29,On Long Edge,Honeycomb,90,1.5,0.0,22.18,36.09
S1354,0.29,On Long Edge,Honeycomb,90,1.5,0.0,21.74,38.03
S1355,0.29,On Long Edge,Honeycomb,90,1.5,0.0,21.32,38.0
S1356,0.29,On Long Edge,Linear,50,1.5,0.0,26.78,38.76
S1357,0.29,On Long Edge,Linear,50,1.5,0.0,26.66,37.87
S1358,0.29,On Long Edge,Linear,50,1.5,0.0,26.89,41.65
S1359,0.19,On Long Edge,Linear,90,1.5,0.0,23.73,44.67
S1360,0.19,On Long Edge,Linear,90,1.5,0.0,26.01,43.88
S1361,0.19,On Long Edge,Linear,90,1.5,0.0,23.32,46.39
S1362,0.29,Flat,Linear,50,1.5,0.0,26.74,36.71
S1363,0.29,Flat,Linear,50,1.5,0.0,25.89,38.41
S1364,0.29,Flat,Linear,50,1.5,0.0,24.32,36.1
S1365,0.29,On Short Edge,Linear,50,1.5,0.0,12.82,19.72
S1366,0.29,On Short Edge,Linear,50,1.5,0.0,12.22,16.47
S1367,0.29,On Short Edge,Linear,50,1.5,0.0,13.5,16.91
S1368,0.19,Flat,Linear,90,1.5,0.0,22.61,41.13
S1369,0.19,Flat,Linear,90,1.5,0.0,24.3,41.78
S1370,0.19,Flat,Linear,90,1.5,0.0,23.29,41.28
S1371,0.39,On Short Edge,Grid,90,1.5,0.0,11.41,18.42
S1372,0.39,On Short Edge,Grid,90,1.5,0.0,9.11,17.33
S1373,0.39,On Short Edge,Grid,90,1.5,0.0,11.58,16.25
S1374,0.39,Flat,Grid,70,1.5,0.0,25.84,32.61
S1375,0.39,Flat,Grid,70,1.5,0.0,27.06,34.86
S1376,0.39,Flat,Grid,70,1.5,0.0,25.07,32.67
S1377,0.19,On Long Edge,Linear,70,1.5,0.0,25.05,39.98
S1378,0.19,On Long Edge,Linear,70,1.5,0.0,25.29,39.59
S1379,0.19,On Long Edge,Linear,70,1.5,0.0,24.1,41.33
S1380,0.39,Flat,Honeycomb,90,1.5,0.0,19.87,28.68
S1381,0.39,Flat,Honeycomb,90,1.5,0.0,20.11,28.9
S1382,0.39,Flat,Honeycomb,90,1.5,0.0,19.53,30.74
S1383,0.19,On Long Edge,Honeycomb,70,1.5,0.0,22.28,34.79
S1384,0.19,On Long Edge,Honeycomb,70,1.5,0.0,21.85,33.97
S1385,0.19,On Long Edge,Honeycomb,70,1.5,0.0,22.12,33.27
S1386,0.29,On Short Edge,Grid,70,1.5,0.0,13.46,14.32
S1387,0.29,On Short Edge,Grid,70,1.5,0.0,13.18,15.92
S1388,0.29,On Short Edge,Grid,70,1.5,0.0,13.39,15.97
S1389,0.19,On Short Edge,Honeycomb,70,1.5,0.0,7.63,11.88
S1390,0.19,On Short Edge,Honeycomb,70,1.5,0.0,8.47,10.45
S1391,0.19,On Short Edge,Honeycomb,70,1.5,0.0,6.61,9.95
S1392,0.29,Flat,Grid,50,1.5,0.0,27.07,37.06
S1393,0.29,Flat,Grid,50,1.5,0.0,26.82,35.87
S1394,0.29,Flat,Grid,50,1.5,0.0,27.1,37.74
S1395,0.19,On Short Edge,Grid,90,1.5,0.0,12.7,21.67
S1396,0.19,On Short Edge,Grid,90,1.5,0.0,11.8,21.2
S1397,0.19,On Short Edge,Grid,90,1.5,0.0,12.14,21.3
S1398,0.19,Flat,Grid,70,1.5,0.0,26.8,35.27
S1399,0.19,Flat,Grid,70,1.5,0.0,25.97,37.91
S1400,0.19,Flat,Grid,70,1.5,0.0,26.45,40.93
S1401,0.29,Flat,Honeycomb,50,1.5,0.0,22.49,29.11
S1402,0.29,Flat,Honeycomb,50,1.5,0.0,22.09,28.13
S1403,0.29,Flat,Honeycomb,50,1.5,0.0,22.11,29.32
S1404,0.19,Flat,Honeycomb,90,1.5,0.0,20.92,33.67
S1405,0.19,Flat,Honeycomb,90,1.5,0.0,20.0,33.56
S1406,0.19,Flat,Honeycomb,90,1.5,0.0,21.66,33.96
S1407,0.39,On Short Edge,Honeycomb,90,1.5,0.0,7.68,11.61
S1408,0.39,On Short Edge,Honeycomb,90,1.5,0.0,6.47,11.04
S1409,0.39,On Short Edge,Honeycomb,90,1.5,0.0,6.39,8.14
S1410,0.39,Flat,Linear,70,1.5,0.0,22.72,33.13
S1411,0.39,Flat,Linear,70,1.5,0.0,22.93,30.29
S1412,0.39,Flat,Linear,70,1.5,0.0,22.92,34.22
S1413,0.39,On Short Edge,Linear,70,1.5,0.0,10.81,12.86
S1414,0.39,On Short Edge,Linear,70,1.5,0.0,10.55,12.48
S1415,0.39,On Short Edge,Linear,70,1.5,0.0,8.18,11.77
S1416,0.19,On Short Edge,Grid,50,1.5,0.0,15.04,20.17
S1417,0.19,On Short Edge,Grid,50,1.5,0.0,13.42,20.13
S1418,0.19,On Short Edge,Grid,50,1.5,0.0,15.34,22.57
S1419,0.29,On Long Edge,Grid,90,1.5,0.0,29.37,42.99
S1420,0.29,On Long Edge,Grid,90,1.5,0.0,27.65,41.27
S1421,0.29,On Long Edge,Grid,90,1.5,0.0,28.7,41.71
S1422,0.39,On Short Edge,Honeycomb,50,1.5,0.0,7.7,7.33
S1423,0.39,On Short Edge,Honeycomb,50,1.5,0.0,6.98,7.66
S1424,0.39,On Short Edge,Honeycomb,50,1.5,0.0,6.97,8.04
S1425,0.39,On Long Edge,Grid,50,1.5,0.0,26.97,39.85
S1426,0.39,On Long Edge,Grid,50,1.5,0.0,26.47,39.07
S1427,0.39,On Long Edge,Grid,50,1.5,0.0,28.55,38.14
S1428,0.19,Flat,Honeycomb,70,1.5,0.0,20.32,30.1
S1429,0.19,Flat,Honeycomb,70,1.5,0.0,22.01,30.64
S1430,0.19,Flat,Honeycomb,70,1.5,0.0,20.48,31.01
S1431,0.39,On Short Edge,Linear,90,1.5,0.0,7.86,17.77
S1432,0.39,On Short Edge,Linear,90,1.5,0.0,9.21,16.52
S1433,0.39,On Short Edge,Linear,90,1.5,0.0,8.1,15.79
S1434,0.29,On Long Edge,Linear,90,1.5,0.0,25.34,43.94
S1435,0.29,On Long Edge,Linear,90,1.5,0.0,24.29,42.97
S1436,0.29,On Long Edge,Linear,90,1.5,0.0,23.0,41.65
S1437,0.29,Flat,Linear,90,1.5,0.0,23.49,37.42
S1438,0.29,Flat,Linear,90,1.5,0.0,22.68,37.73
S1439,0.29,Flat,Linear,90,1.5,0.0,23.78,38.33
S1440,0.39,On Long Edge,Honeycomb,90,1.5,0.0,18.65,30.84
S1441,0.39,On Long Edge,Honeycomb,90,1.5,0.0,20.11,34.1
S1442,0.39,On Long Edge,Honeycomb,90,1.5,0.0,18.2,32.89
S1443,0.39,On Long Edge,Linear,50,1.5,0.0,24.47,39.75
S1444,0.39,On Long Edge,Linear,50,1.5,0.0,24.59,38.48
S1445,0.39,On Long Edge,Linear,50,1.5,0.0,25.06,35.3
S1446,0.39,Flat,Linear,50,1.5,0.0,24.27,34.45
S1447,0.39,Flat,Linear,50,1.5,0.0,24.04,39.14
S1448,0.39,Flat,Linear,50,1.5,0.0,21.72,36.36
S1449,0.39,On Short Edge,Linear,50,1.5,0.0,10.06,15.41
S1450,0.39,On Short Edge,Linear,50,1.5,0.0,10.28,14.51
S1451,0.39,On Short Edge,Linear,50,1.5,0.0,9.81,15.47
S1452,0.39,On Long Edge,Honeycomb,50,1.5,0.0,20.77,32.61
S1453,0.39,On Long Edge,Honeycomb,50,1.5,0.0,21.75,30.23
S1454,0.39,On Long Edge,Honeycomb,50,1.5,0.0,21.72,33.25
S1455,0.29,On Long Edge,Grid,70,1.5,0.0,27.76,39.67
S1456,0.29,On Long Edge,Grid,70,1.5,0.0,27.58,40.18
S1457,0.29,On Long Edge,Grid,70,1.5,0.0,28.85,41.56
S1458,0.39,Flat,Grid,90,1.5,0.0,24.48,37.68
S1459,0.39,Flat,Grid,90,1.5,0.0,24.72,38.47
S1460,0.39,Flat,Grid,90,1.5,0.0,23.99,37.78
S1461,0.29,On Long Edge,Linear,70,1.5,0.0,25.54,38.34
S1462,0.29,On Long Edge,Linear,70,1.5,0.0,25.8,38.74
S1463,0.29,On Long Edge,Linear,70,1.5,0.0,25.61,38.69
S1464,0.29,On Long Edge,Honeycomb,70,1.5,0.0,24.32,33.33
S1465,0.29,On Long Edge,Honeycomb,70,1.5,0.0,23.68,31.51
S1466,0.29,On Long Edge,Honeycomb,70,1.5,0.0,22.11,33.3
S1467,0.29,On Short Edge,Honeycomb,70,1.5,0.0,9.07,11.01
S1468,0.29,On Short Edge,Honeycomb,70,1.5,0.0,7.75,8.85
S1469,0.29,On Short Edge,Honeycomb,70,1.5,0.0,6.83,8.65
S1470,0.19,Flat,Linear,70,1.5,0.0,24.66,36.14
S1471,0.19,Flat,Linear,70,1.5,0.0,24.34,36.49
S1472,0.19,Flat,Linear,70,1.5,0.0,24.06,35.28
S1473,0.19,On Short Edge,Linear,70,1.5,0.0,10.58,13.82
S1474,0.19,On Short Edge,Linear,70,1.5,0.0,10.33,15.54
S1475,0.19,On Short Edge,Linear,70,1.5,0.0,11.58,18.59
S1476,0.39,On Short Edge,Grid,70,1.5,0.0,12.64,15.67
S1477,0.39,On Short Edge,Grid,70,1.5,0.0,11.37,15.95
S1478,0.39,On Short Edge,Grid,70,1.5,0.0,13.05,13.44
S1479,0.19,On Short Edge,Honeycomb,50,1.5,0.0,9.32,11.98
S1480,0.19,On Short Edge,Honeycomb,50,1.5,0.0,7.57,12.61
S1481,0.19,On Short Edge,Honeycomb,50,1.5,0.0,7.84,12.04
S1482,0.19,On Long Edge,Grid,50,1.5,0.0,29.35,43.13
S1483,0.19,On Long Edge,Grid,50,1.5,0.0,28.57,42.73
S1484,0.19,On Long Edge,Grid,50,1.5,0.0,26.63,43.8
S1485,0.39,Flat,Grid,50,1.5,0.0,24.4,34.89
S1486,0.39,Flat,Grid,50,1.5,0.0,24.89,37.49
S1487,0.39,Flat,Grid,50,1.5,0.0,26.92,35.11
S1488,0.19,On Short Edge,Linear,90,1.5,0.0,10.78,20.5
S1489,0.19,On Short Edge,Linear,90,1.5,0.0,10.13,21.82
S1490,0.19,On Short Edge,Linear,90,1.5,0.0,9.88,23.18
S1491,0.19,On Long Edge,Honeycomb,90,1.5,0.0,22.11,38.55
S1492,0.19,On Long Edge,Honeycomb,90,1.5,0.0,19.97,36.97
S1493,0.19,On Long Edge,Honeycomb,90,1.5,0.0,21.34,38.3
S1494,0.19,On Long Edge,Linear,50,1.5,0.0,24.72,45.71
S1495,0.19,On Long Edge,Linear,50,1.5,0.0,27.09,43.42
S1496,0.19,On Long Edge,Linear,50,1.5,0.0,25.8,42.39
S1497,0.29,On Short Edge,Grid,90,1.5,0.0,11.92,20.34
S1498,0.29,On Short Edge,Grid,90,1.5,0.0,13.0,18.67
S1499,0.29,On Short Edge,Grid,90,1.5,0.0,13.07,20.05
S1500,0.19,On Short Edge,Linear,50,1.5,0.0,9.41,18.62
S1501,0.19,On Short Edge,Linear,50,1.5,0.0,10.75,22.1
S1502,0.19,On Short Edge,Linear,50,1.5,0.0,11.62,18.02
S1503,0.19,On Long Edge,Honeycomb,50,1.5,0.0,23.36,34.37
S1504,0.19,On Long Edge,Honeycomb,50,1.5,0.0,23.89,35.73
S1505,0.19,On Long Edge,Honeycomb,50,1.5,0.0,22.84,38.0
S1506,0.19,Flat,Grid,90,1.5,0.0,24.29,39.73
S1507,0.19,Flat,Grid,90,1.5,0.0,24.91,42.81
S1508,0.19,Flat,Grid,90,1.5,0.0,24.08,37.91
S1509,0.29,Flat,Grid,70,1.5,0.0,26.49,36.1
S1510,0.29,Flat,Grid,70,1.5,0.0,27.96,34.82
S1511,0.29,Flat,Grid,70,1.5,0.0,26.52,36.86
T1,0.19,Flat,Grid,50,0.0,0.0,22.37,33.54
T2,0.19,Flat,Grid,50,0.0,0.0,23.06,30.43
T3,0.29,Flat,Grid,50,0.0,0.0,24.13,36.35
T4,0.29,Flat,Grid,50,0.0,0.0,23.2,33.77
T5,0.39,Flat,Grid,50,0.0,0.0,26.55,35.23
T6,0.39,Flat,Grid,50,0.0,0.0,25.58,36.18
T7,0.19,Flat,Grid,70,0.0,0.0,25.16,33.51
T8,0.19,Flat,Grid,70,0.0,0.0,24.2,33.76
T9,0.29,Flat,Grid,70,0.0,0.0,27.02,39.02
T10,0.29,Flat,Grid,70,0.0,0.0,26.42,36.78
T11,0.39,Flat,Grid,70,0.0,0.0,27.79,40.15
T12,0.39,Flat,Grid,70,0.0,0.0,26.95,39.76
T13,0.19,Flat,Grid,90,0.0,0.0,25.29,35.51
T14,0.19,Flat,Grid,90,0.0,0.0,26.37,34.53
T15,0.29,Flat,Grid,90,0.0,0.0,27.35,37.23
T16,0.29,Flat,Grid,90,0.0,0.0,27.29,34.83
T17,0.39,Flat,Grid,90,0.0,0.0,28.03,39.43
T18,0.39,Flat,Grid,90,0.0,0.0,29.38,40.09
T19,0.19,Flat,Honeycomb,50,0.0,0.0,18.48,26.71
T20,0.19,Flat,Honeycomb,50,0.0,0.0,18.04,26.36
T21,0.29,Flat,Honeycomb,50,0.0,0.0,19.58,26.6
T22,0.29,Flat,Honeycomb,50,0.0,0.0,19.78,28.61
T23,0.39,Flat,Honeycomb,50,0.0,0.0,21.65,30.1
T24,0.39,Flat,Honeycomb,50,0.0,0.0,22.68,30.47
T25,0.19,Flat,Honeycomb,70,0.0,0.0,20.47,30.06
T26,0.19,Flat,Honeycomb,70,0.0,0.0,19.33,27.2
T27,0.29,Flat,Honeycomb,70,0.0,0.0,22.35,29.41
T28,0.29,Flat,Honeycomb,70,0.0,0.0,21.49,31.04
T29,0.39,Flat,Honeycomb,70,0.0,0.0,23.42,33.64
T30,0.39,Flat,Honeycomb,70,0.0,0.0,23.73,33.04
T31,0.19,Flat,Honeycomb,90,0.0,0.0,21.09,30.8
T32,0.19,Flat,Honeycomb,90,0.0,0.0,21.64,28.95
T33,0.29,Flat,Honeycomb,90,0.0,0.0,23.69,32.81
T34,0.29,Flat,Honeycomb,90,0.0,0.0,23.0,31.9
T35,0.39,Flat,Honeycomb,90,0.0,0.0,23.88,34.28
T36,0.39,Flat,Honeycomb,90,0.0,0.0,24.71,33.38
T37,0.19,Flat,Linear,50,0.0,0.0,20.69,30.84
T38,0.19,Flat,Linear,50,0.0,0.0,19.04,32.89
T39,0.29,Flat,Linear,50,0.0,0.0,21.4,33.77
T40,0.29,Flat,Linear,50,0.0,0.0,21.19,32.36
T41,0.39,Flat,Linear,50,0.0,0.0,23.73,35.23
T42,0.39,Flat,Linear,50,0.0,0.0,23.94,36.67
T43,0.19,Flat,Linear,70,0.0,0.0,21.45,32.85
T44,0.19,Flat,Linear,70,0.0,0.0,21.24,32.73
T45,0.29,Flat,Linear,70,0.0,0.0,24.15,36.05
T46,0.29,Flat,Linear,70,0.0,0.0,23.68,34.68
T47,0.39,Flat,Linear,70,0.0,0.0,24.7,39.02
T48,0.39,Flat,Linear,70,0.0,0.0,24.44,38.88
T49,0.19,Flat,Linear,90,0.0,0.0,22.56,34.59
T50,0.19,Flat,Linear,90,0.0,0.0,23.3,35.53
T51,0.29,Flat,Linear,90,0.0,0.0,24.93,36.0
T52,0.29,Flat,Linear,90,0.0,0.0,24.96,40.38
T53,0.39,Flat,Linear,90,0.0,0.0,26.09,39.93
T54,0.39,Flat,Linear,90,0.0,0.0,26.2,38.11
T55,0.19,On Long Edge,Grid,50,0.0,0.0,24.41,38.77
T56,0.19,On Long Edge,Grid,50,0.0,0.0,23.98,41.21
T57,0.29,On Long Edge,Grid,50,0.0,0.0,25.33,42.58
T58,0.29,On Long Edge,Grid,50,0.0,0.0,26.2,42.38
T59,0.39,On Long Edge,Grid,50,0.0,0.0,26.51,43.86
T60,0.39,On Long Edge,Grid,50,0.0,0.0,28.18,42.41
T61,0.19,On Long Edge,Grid,70,0.0,0.0,25.56,41.67
T62,0.19,On Long Edge,Grid,70,0.0,0.0,25.76,42.79
T63,0.29,On Long Edge,Grid,70,0.0,0.0,28.0,43.91
T64,0.29,On Long Edge,Grid,70,0.0,0.0,27.6,44.57
T65,0.39,On Long Edge,Grid,70,0.0,0.0,28.93,45.66
T66,0.39,On Long Edge,Grid,70,0.0,0.0,28.2,45.2
T67,0.19,On Long Edge,Grid,90,0.0,0.0,26.82,44.42
T68,0.19,On Long Edge,Grid,90,0.0,0.0,27.58,44.42
T69,0.29,On Long Edge,Grid,90,0.0,0.0,28.42,47.7
T70,0.29,On Long Edge,Grid,90,0.0,0.0,29.46,45.84
T71,0.39,On Long Edge,Grid,90,0.0,0.0,29.78,48.26
T72,0.39,On Long Edge,Grid,90,0.0,0.0,30.83,48.43
T73,0.19,On Long Edge,Honeycomb,50,0.0,0.0,20.2,34.46
T74,0.19,On Long Edge,Honeycomb,50,0.0,0.0,20.15,36.29
T75,0.29,On Long Edge,Honeycomb,50,0.0,0.0,21.3,36.83
T76,0.29,On Long Edge,Honeycomb,50,0.0,0.0,21.55,36.97
T77,0.39,On Long Edge,Honeycomb,50,0.0,0.0,22.22,36.72
T78,0.39,On Long Edge,Honeycomb,50,0.0,0.0,22.41,38.85
T79,0.19,On Long Edge,Honeycomb,70,0.0,0.0,21.7,36.12
T80,0.19,On Long Edge,Honeycomb,70,0.0,0.0,22.11,36.53
T81,0.29,On Long Edge,Honeycomb,70,0.0,0.0,22.93,38.48
T82,0.29,On Long Edge,Honeycomb,70,0.0,0.0,22.99,39.41
T83,0.39,On Long Edge,Honeycomb,70,0.0,0.0,24.76,39.74
T84,0.39,On Long Edge,Honeycomb,70,0.0,0.0,25.19,39.53
T85,0.19,On Long Edge,Honeycomb,90,0.0,0.0,22.96,38.39
T86,0.19,On Long Edge,Honeycomb,90,0.0,0.0,22.4,38.6
T87,0.29,On Long Edge,Honeycomb,90,0.0,0.0,24.05,40.75
T88,0.29,On Long Edge,Honeycomb,90,0.0,0.0,24.63,42.21
T89,0.39,On Long Edge,Honeycomb,90,0.0,0.0,26.08,42.04
T90,0.39,On Long Edge,Honeycomb,90,0.0,0.0,25.73,42.82
T91,0.19,On Long Edge,Linear,50,0.0,0.0,21.8,41.18
T92,0.19,On Long Edge,Linear,50,0.0,0.0,22.45,39.57
T93,0.29,On Long Edge,Linear,50,0.0,0.0,22.98,39.63
T94,0.29,On Long Edge,Linear,50,0.0,0.0,22.98,41.02
T95,0.39,On Long Edge,Linear,50,0.0,0.0,24.58,44.23
T96,0.39,On Long Edge,Linear,50,0.0,0.0,24.84,43.86
T97,0.19,On Long Edge,Linear,70,0.0,0.0,23.35,41.78
T98,0.19,On Long Edge,Linear,70,0.0,0.0,23.35,39.03
T99,0.29,On Long Edge,Linear,70,0.0,0.0,24.62,43.79
T100,0.29,On Long Edge,Linear,70,0.0,0.0,24.58,43.7
T101,0.39,On Long Edge,Linear,70,0.0,0.0,26.6,45.36
T102,0.39,On Long Edge,Linear,70,0.0,0.0,27.35,46.5
T103,0.19,On Long Edge,Linear,90,0.0,0.0,24.75,43.71
T104,0.19,On Long Edge,Linear,90,0.0,0.0,24.71,43.08
T105,0.29,On Long Edge,Linear,90,0.0,0.0,26.21,46.14
T106,0.29,On Long Edge,Linear,90,0.0,0.0,26.54,46.4
T107,0.39,On Long Edge,Linear,90,0.0,0.0,27.62,46.64
T108,0.39,On Long Edge,Linear,90,0.0,0.0,27.42,49.31
T109,0.19,On Short Edge,Grid,50,0.0,0.0,8.22,13.39
T110,0.19,On Short Edge,Grid,50,0.0,0.0,7.39,13.07
T111,0.29,On Short Edge,Grid,50,0.0,0.0,8.65,14.59
T112,0.29,On Short Edge,Grid,50,0.0,0.0,9.15,14.76
T113,0.39,On Short Edge,Grid,50,0.0,0.0,11.25,15.85
T114,0.39,On Short Edge,Grid,50,0.0,0.0,10.34,15.88
T115,0.19,On Short Edge,Grid,70,0.0,0.0,8.66,15.18
T116,0.19,On Short Edge,Grid,70,0.0,0.0,8.47,15.72
T117,0.29,On Short Edge,Grid,70,0.0,0.0,10.65,17.13
T118,0.29,On Short Edge,Grid,70,0.0,0.0,10.93,16.69
T119,0.39,On Short Edge,Grid,70,0.0,0.0,12.79,18.9
T120,0.39,On Short Edge,Grid,70,0.0,0.0,12.57,18.9
T121,0.19,On Short Edge,Grid,90,0.0,0.0,10.92,17.31
T122,0.19,On Short Edge,Grid,90,0.0,0.0,10.9,16.23
T123,0.29,On Short Edge,Grid,90,0.0,0.0,12.49,18.79
T124,0.29,On Short Edge,Grid,90,0.0,0.0,12.59,17.21
T125,0.39,On Short Edge,Grid,90,0.0,0.0,13.04,21.38
T126,0.39,On Short Edge,Grid,90,0.0,0.0,14.71,21.79
T127,0.19,On Short Edge,Honeycomb,50,0.0,0.0,3.01,5.68
T128,0.19,On Short Edge,Honeycomb,50,0.0,0.0,3.72,7.25
T129,0.29,On Short Edge,Honeycomb,50,0.0,0.0,5.14,9.44
T130,0.29,On Short Edge,Honeycomb,50,0.0,0.0,4.86,12.21
T131,0.39,On Short Edge,Honeycomb,50,0.0,0.0,6.34,11.17
T132,0.39,On Short Edge,Honeycomb,50,0.0,0.0,6.29,10.76
T133,0.19,On Short Edge,Honeycomb,70,0.0,0.0,5.34,8.98
T134,0.19,On Short Edge,Honeycomb,70,0.0,0.0,5.17,9.61
T135,0.29,On Short Edge,Honeycomb,70,0.0,0.0,6.96,11.74
T136,0.29,On Short Edge,Honeycomb,70,0.0,0.0,5.74,10.04
T137,0.39,On Short Edge,Honeycomb,70,0.0,0.0,8.55,12.73
T138,0.39,On Short Edge,Honeycomb,70,0.0,0.0,7.19,12.68
T139,0.19,On Short Edge,Honeycomb,90,0.0,0.0,6.98,9.94
T140,0.19,On Short Edge,Honeycomb,90,0.0,0.0,5.91,10.68
T141,0.29,On Short Edge,Honeycomb,90,0.0,0.0,7.22,12.17
T142,0.29,On Short Edge,Honeycomb,90,0.0,0.0,7.09,12.88
T143,0.39,On Short Edge,Honeycomb,90,0.0,0.0,9.17,14.66
T144,0.39,On Short Edge,Honeycomb,90,0.0,0.0,8.52,16.55
T145,0.19,On Short Edge,Linear,50,0.0,0.0,4.61,13.5
T146,0.19,On Short Edge,Linear,50,0.0,0.0,4.73,13.88
T147,0.29,On Short Edge,Linear,50,0.0,0.0,7.25,14.35
T148,0.29,On Short Edge,Linear,50,0.0,0.0,5.81,15.91
T149,0.39,On Short Edge,Linear,50,0.0,0.0,9.21,17.63
T150,0.39,On Short Edge,Linear,50,0.0,0.0,8.35,18.03
T151,0.19,On Short Edge,Linear,70,0.0,0.0,7.15,14.4
T152,0.19,On Short Edge,Linear,70,0.0,0.0,6.44,15.83
T153,0.29,On Short Edge,Linear,70,0.0,0.0,8.2,18.53
T154,0.29,On Short Edge,Linear,70,0.0,0.0,7.92,17.97
T155,0.39,On Short Edge,Linear,70,0.0,0.0,9.94,19.1
T156,0.39,On Short Edge,Linear,70,0.0,0.0,10.36,19.9
T157,0.19,On Short Edge,Linear,90,0.0,0.0,7.77,17.86
T158,0.19,On Short Edge,Linear,90,0.0,0.0,8.96,17.09
T159,0.29,On Short Edge,Linear,90,0.0,0.0,9.65,18.56
T160,0.29,On Short Edge,Linear,90,0.0,0.0,9.76,19.9
T161,0.39,On Short Edge,Linear,90,0.0,0.0,10.86,19.89
T162,0.39,On Short Edge,Linear,90,0.0,0.0,11.08,19.86
T163,0.19,Flat,Grid,50,0.0,0.5,25.81,32.4
T164,0.19,Flat,Grid,50,0.0,0.5,23.33,32.56
T165,0.29,Flat,Grid,50,0.0,0.5,26.53,36.23
T166,0.29,Flat,Grid,50,0.0,0.5,26.58,39.2
T167,0.39,Flat,Grid,50,0.0,0.5,27.67,37.16
T168,0.39,Flat,Grid,50,0.0,0.5,28.13,36.7
T169,0.19,Flat,Grid,70,0.0,0.5,26.89,36.42
T170,0.19,Flat,Grid,70,0.0,0.5,28.2,32.01
T171,0.29,Flat,Grid,70,0.0,0.5,27.68,36.36
T172,0.29,Flat,Grid,70,0.0,0.5,29.26,36.55
T173,0.39,Flat,Grid,70,0.0,0.5,27.67,39.48
T174,0.39,Flat,Grid,70,0.0,0.5,29.7,39.67
T175,0.19,Flat,Grid,90,0.0,0.5,27.1,40.89
T176,0.19,Flat,Grid,90,0.0,0.5,27.88,36.9
T177,0.29,Flat,Grid,90,0.0,0.5,28.76,37.35
T178,0.29,Flat,Grid,90,0.0,0.5,28.41,38.47
T179,0.39,Flat,Grid,90,0.0,0.5,30.19,45.59
T180,0.39,Flat,Grid,90,0.0,0.5,29.18,38.93
T181,0.19,Flat,Honeycomb,50,0.0,0.5,21.09,37.13
T182,0.19,Flat,Honeycomb,50,0.0,0.5,21.07,37.14
T183,0.29,Flat,Honeycomb,50,0.0,0.5,21.86,37.85
T184,0.29,Flat,Honeycomb,50,0.0,0.5,25.24,35.71
T185,0.39,Flat,Honeycomb,50,0.0,0.5,25.1,40.16
T186,0.39,Flat,Honeycomb,50,0.0,0.5,21.8,38.5
T187,0.19,Flat,Honeycomb,70,0.0,0.5,24.48,38.01
T188,0.19,Flat,Honeycomb,70,0.0,0.5,21.58,39.17
T189,0.29,Flat,Honeycomb,70,0.0,0.5,23.99,40.48
T190,0.29,Flat,Honeycomb,70,0.0,0.5,25.05,37.39
T191,0.39,Flat,Honeycomb,70,0.0,0.5,27.06,39.63
T192,0.39,Flat,Honeycomb,70,0.0,0.5,24.47,39.89
T193,0.19,Flat,Honeycomb,90,0.0,0.5,24.15,39.96
T194,0.19,Flat,Honeycomb,90,0.0,0.5,23.63,41.28
T195,0.29,Flat,Honeycomb,90,0.0,0.5,26.39,40.28
T196,0.29,Flat,Honeycomb,90,0.0,0.5,27.18,44.15
T197,0.39,Flat,Honeycomb,90,0.0,0.5,27.46,43.28
T198,0.39,Flat,Honeycomb,90,0.0,0.5,25.39,42.88
T199,0.19,Flat,Linear,50,0.0,0.5,20.84,35.5
T200,0.19,Flat,Linear,50,0.0,0.5,20.98,35.5
T201,0.29,Flat,Linear,50,0.0,0.5,24.45,35.87
T202,0.29,Flat,Linear,50,0.0,0.5,22.11,34.23
T203,0.39,Flat,Linear,50,0.0,0.5,24.17,41.04
T204,0.39,Flat,Linear,50,0.0,0.5,22.15,37.59
T205,0.19,Flat,Linear,70,0.0,0.5,22.72,38.77
T206,0.19,Flat,Linear,70,0.0,0.5,23.12,37.67
T207,0.29,Flat,Linear,70,0.0,0.5,23.92,40.0
T208,0.29,Flat,Linear,70,0.0,0.5,25.35,35.39
T209,0.39,Flat,Linear,70,0.0,0.5,26.52,40.78
T210,0.39,Flat,Linear,70,0.0,0.5,25.06,35.85
T211,0.19,Flat,Linear,90,0.0,0.5,22.58,42.56
T212,0.19,Flat,Linear,90,0.0,0.5,23.38,36.71
T213,0.29,Flat,Linear,90,0.0,0.5,25.15,39.42
T214,0.29,Flat,Linear,90,0.0,0.5,25.82,44.18
T215,0.39,Flat,Linear,90,0.0,0.5,26.5,43.31
T216,0.39,Flat,Linear,90,0.0,0.5,25.85,46.18
T217,0.19,On Long Edge,Grid,50,0.0,0.5,31.12,37.18
T218,0.19,On Long Edge,Grid,50,0.0,0.5,31.89,41.94
T219,0.29,On Long Edge,Grid,50,0.0,0.5,32.59,38.02
T220,0.29,On Long Edge,Grid,50,0.0,0.5,34.34,42.08
T221,0.39,On Long Edge,Grid,50,0.0,0.5,35.18,42.29
T222,0.39,On Long Edge,Grid,50,0.0,0.5,33.49,43.67
T223,0.19,On Long Edge,Grid,70,0.0,0.5,33.62,41.73
